Client ID,Name,Age,Sex,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Investment Advisor,Fee Structure,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting
PKR76632,Christopher Harper,28,Male,5139,11/10/2010,Adam Hernandez,Australian,Software Engineer II,Victor Dean,Low,Jade,Commercial,253368.1916,8391.75,3,3024.2058,1765195.1856,2087859.949868,677876.6071,711770.437455,89738.7414,884619.9208,1,2
PKR55460,Mildred Hall,39,Female,6553,09/22/1996,Victor Martinez,American,Human Resources Manager,Kevin Kim,Mid,Jade,Institutional,256652.0795,21247.05,1,2448.0204,857452.2066,342515.249372,187830.943204,317213.31643452,21356.2596,670331.4636,1,3
PKR64186,Timothy Austin,25,Female,6819,05/23/2008,Phillip Peters,European,Geologist I,Lawrence Sanchez,Mid,Silver,Retail,155456.352,56270.88,2,11374.7328,850612.7304,2918088.548712,1266340.313592,534799.37301552,96425.3592,426597.1272,3,2
PKR65738,John Torres,41,Female,11470,07/25/1995,George Lewis,European,Help Desk Operator,Victor Gutierrez,Mid,Jade,Commercial,110274.5664,17670.6,1,2629.152,488286.576,660940.8192,468166.4136,79312.898304,35583.408,734974.128,1,1
PKR38016,Todd Russell,48,Female,10983,08/29/2013,Ernest Rivera,Asian,Design Engineer,Nicholas Morrison,Mid,Platinum,Private Bank,75703.68,30983.2,1,1499.648,462891.04,1781157.80224,1274449.11712,187942.8577536,72572.384,2054733.056,2,3
PKR97456,Robert Sanchez,64,Female,12707,11/03/2018,Jeremy Vasquez,European,Research Associate,Nicholas Morrison,High,Platinum,Private Bank,184290.8672,36991.36,1,2351.04,386783.04,489242.88,241359.8208,104306.582016,18244.8,287864.64,0,2
PKR94167,Larry Phillips,60,Male,14880,01/01/1994,Carl Nguyen,European,Financial Analyst,Sean Vasquez,High,Gold,Commercial,302653.2096,32413.44,1,6911.6224,1027643.3344,605550.518272,208995.311616,392268.1233408,35796.9536,224344.5952,2,2
PKR54473,Lawrence Mitchell,44,Male,5299,01/20/1999,Victor Ramos,European,Computer Systems Analyst IV,Eugene Cunningham,High,Gold,Private Bank,211242.4275,28260.6,1,2778.237,616290.213,696707.00715,443359.00455,396851.549787,44530.0625,1336291.033,0,5
PKR32547,Wayne Hart,17,Female,29676,05/30/1992,Adam Hernandez,Asian,Help Desk Technician,Victor Dean,High,Jade,Commercial,123939.66,43769.35,1,1731.5175,1876810.69,3498983.548625,941105.919975,986230.74229175,94340.8425,2627767.2125,1,5
PKR78611,Peter Porter,40,Female,10300,06/02/2012,Roger Alexander,Asian,Chief Design Engineer,Eric Shaw,Mid,Platinum,Commercial,52433.5248,15258.24,1,1205.9766,184632.0264,46784.322036,55657.210698,26755.79244714,1485.8208,279016.7256,1,1
PKR15955,Susan Dunn,20,Female,2035,12/08/2011,Jason Duncan,Asian,Programmer Analyst IV,Victor Dean,Mid,Jade,Retail,175521.3603,9585.66,2,3226.2384,214473.2352,1065362.135208,532681.067604,288300.03903792,23692.0488,1671865.8978,2,4
PKR15581,Jonathan Hunter,35,Female,28131,09/26/2010,Douglas Tucker,Australian,Financial Advisor,Gregory Boyd,Mid,Silver,Retail,352957.968,64102.72,1,4321.768,882153.624,469038.875008,161013.345152,98288.14634496,18318.872,2186957.2912,2,4
PKR29679,Lawrence Harrison,33,Male,19132,09/29/2013,Gregory Simmons,American,Software Engineer III,Peter Castillo,High,Gold,Institutional,274096.6319,11739.91,2,4556.6521,290026.737,484808.703379,239256.243226,249833.88766336,59326.1669,480522.5425,3,4
PKR30445,Beverly Carter,37,Male,9034,10/09/2004,James Castillo,Australian,Junior Executive,Fred Bryant,High,Silver,Institutional,271874.743,22229.62,1,5568.7876,999814.278,941401.349488,460468.05138,365816.285263,33233.1416,433363.6908,3,2
PKR90272,Betty Meyer,45,Male,28631,04/24/2009,Dennis Ruiz,Asian,Database Administrator III,Sean Vasquez,High,Gold,Institutional,175522.5084,63412.96,1,4634.5572,938338.9824,1065811.1322,317475.6564,955148.189112,66724.5276,250774.5724,3,4
PKR25035,Carlos King,65,Female,20905,10/20/1992,Victor Ramos,Asian,Research Associate,Victor Rogers,Mid,Jade,Retail,268391.397,42700.95,3,4490.6724,1176709.842,1827640.068192,609213.356064,649827.5798016,23319.1548,1900317.7692,1,5
PKR25593,Anna Reed,56,Female,7445,02/17/2015,Phillip Peters,American,Systems Administrator IV,Victor Gutierrez,Mid,Gold,Retail,147925.26,70885.8,2,4771.44,1070645.76,699992.064,533743.9488,208160.140032,32094,1732155.84,1,4
PKR79190,Annie James,63,Male,24920,09/14/2000,James Castillo,Asian,Research Assistant I,Jeremy Porter,High,Jade,Retail,60986.6528,24094.8,1,2322.5676,668879.5416,1073972.857104,772506.791952,181444.88796336,33764.5428,310784.0868,2,2
PKR31341,Joseph Kennedy,45,Female,5971,10/02/2000,Frank Brown,Asian,Budget/Accounting Analyst III,Steve Sanchez,Low,Gold,Institutional,204585.5616,53799.56,3,43.6832,350035.9636,359180.227424,216492.191872,181853.44117248,27853.004,226370.3136,0,2
PKR49233,Kenneth Perkins,48,Female,24729,08/04/2005,Raymond Alexander,American,Computer Systems Analyst I,Lawrence Sanchez,High,Jade,Private Bank,294392.384,29599.72,1,125.1872,533201.8184,243942.316928,197677.394752,180559.37354688,28223.1016,1004235.8496,3,3
PKR82834,Brandon George,37,Male,25799,12/02/1994,Roy Rice,European,Analog Circuit Design manager,Nicholas Morrison,High,Jade,Retail,165050.6319,13828.65,1,6542.4261,243394.5843,2069961.097491,680725.461591,786446.29348299,79502.079,1209823.827,1,4
PKR64549,Roger Hunter,77,Female,21326,09/12/2013,Joshua Bennett,European,Human Resources Manager,Jeremy Porter,Low,Gold,Retail,295482.4576,53716.96,1,2226.5936,274761.432,116494.449632,124010.220576,60689.8503728,175.1376,564437.3856,3,4
PKR63160,Clarence Baker,84,Female,3296,03/11/2002,Shawn Wallace,Australian,Web Designer IV,Daniel Carroll,Mid,Jade,Retail,93650.6571,8067.48,1,7483.602,1489763.7648,385805.425344,246662.485056,64701.46723392,23952.5772,1116161.1396,1,2
PKR99412,Robert Lane,55,Female,40601,03/09/1996,Donald Reynolds,European,Database Administrator III,Jeremy Porter,High,Jade,Institutional,77959.9808,5382.4,2,2690.2546,671360.6836,2253058.982972,952635.677364,699355.556795,60745.4822,2207401.8624,0,2
PKR41977,Billy Gutierrez,75,Female,8858,11/26/2017,Chris Armstrong,Australian,Human Resources Assistant III,Fred Bryant,Mid,Silver,Institutional,116049.969,43763.58,2,646.38,278395.5825,170837.1,66057.012,121294.341,5379.885,974568.105,1,2
PKR54849,Kevin Harris,79,Female,34339,08/03/1994,Paul Holmes,Asian,Engineer I,Sean Vasquez,Mid,Jade,Commercial,116714.9225,13955.7,1,2723.7375,516023.365,880569.5855,352227.8342,185658.155188,65938.3175,2117997.035,1,2
PKR73662,Clarence Moreno,23,Female,1792,10/31/1998,Paul Holmes,Asian,Computer Systems Analyst I,Peter Castillo,Low,Silver,Retail,357836.9184,44869.68,1,10100.376,1483140.8592,203097.341304,88056.189936,55589.02054992,40711.4136,857606.3496,0,2
PKR58104,Douglas West,76,Female,30088,11/05/2003,Dennis Ruiz,European,Speech Pathologist,Peter Castillo,Low,Platinum,Retail,355665.1875,33963.75,1,5924.1,985822.425,1218185.0457,435066.08775,719102.0907525,69306.825,1015033.53,1,3
PKR42259,Jeremy Sullivan,32,Male,9576,01/12/2009,Samuel Fowler,European,Database Administrator III,Ryan Taylor,High,Gold,Commercial,311721.03,14891.4,1,5528.016,1453594.896,859353.80544,479255.00688,260285.04684,71447.688,1468403.352,0,4
PKR96983,Roger Williams,22,Male,5388,01/25/2013,Shawn Wallace,Asian,Project Manager,Ernest Knight,Low,Jade,Commercial,57955.1148,14284.58,1,2026.863,569742.417,1100932.884,260961.8688,682089.084576,33544.557,230177.457,3,1
PKR15092,Eric Mendoza,77,Female,6407,12/16/2001,Dennis Ruiz,American,Editor,Victor Rogers,Mid,Silver,Retail,210595.728,28588.56,1,8276.8392,784128.828,2080505.711424,703269.536256,396175.17209088,30445.0272,299258.0136,1,4
PKR52181,Nicholas Mitchell,73,Female,13585,11/29/2016,George Lewis,Asian,Food Chemist,Peter Castillo,High,Jade,Retail,439388.9175,46346.7,1,855.646,1428253.218,1051950.52528,400198.5694,624309.768264,21641.114,1061775.404,1,5
PKR14614,Robert Washington,65,Male,34530,08/18/2018,Shawn Cook,European,Staff Accountant II,Peter Castillo,Mid,Jade,Retail,130987.3644,41223.7,1,4484.2606,529607.9286,589706.090606,631234.688536,101662.00773264,49008.5168,544902.067,2,5
PKR75661,Karen Bradley,78,Male,15030,09/16/2008,Victor Martinez,Asian,Database Administrator II,Gregory Boyd,Low,Jade,Retail,169936.3629,7795.8,1,3232.5164,994804.785,638808.86516,453108.61366,301280.0880336,41118.4146,434504.7918,2,2
PKR63878,Lillian Garrett,81,Male,38395,03/31/2003,Mark Montgomery,Asian,Media Manager III,Sean Vasquez,High,Silver,Commercial,440439.3312,36666.96,1,3399.176,1250526.42,1169638.9892,406295.64888,775409.0898928,53226.448,211540.604,2,4
PKR60682,Ralph Cole,46,Female,5940,08/07/2000,Bobby Burton,European,Health Coach III,Kevin Kim,High,Silver,Retail,407606.8728,31157.8,1,4901.7936,994316.5716,302004.929952,274549.93632,166560.2947008,49432.8516,914353.6512,1,4
PKR71119,Bobby Gardner,71,Male,20204,06/12/2002,Nicholas Simmons,American,Staff Scientist,Jack Phillips,Mid,Silver,Institutional,116733.045,45004.7,2,7012.681,1369673.318,418166.68192,226802.26816,127576.27584,34458.242,401783.746,1,2
PKR31796,Heather Welch,26,Male,7151,06/18/2013,Joshua Bennett,European,Account Executive,Nicholas Ward,High,Jade,Institutional,67276.7796,38611.96,1,1563.0457,529250.5851,135237.780312,88680.51168,87793.7065632,29212.0033,614445.3933,2,2
PKR15290,Chris Nelson,79,Female,8593,11/13/2017,Bobby Burton,Asian,Database Administrator II,Ryan Taylor,Low,Silver,Retail,227427.2964,24462.81,2,264.7728,915680.5704,96740.842752,55088.535456,41222.34799488,41414.7816,418918.392,0,3
PKR69222,Ernest Reynolds,56,Male,6287,07/25/2013,Frank Brown,Asian,Accounting Assistant I,Kevin Kim,High,Silver,Retail,51486.6408,3271.8,1,649.2528,772340.31,412699.064904,114638.62914,210771.3081474,17877.9132,232139.9556,1,1
PKR41761,Jacqueline Watkins,45,Male,36961,07/18/2018,James Castillo,Asian,Civil Engineer,Peter Castillo,High,Jade,Private Bank,145733.4375,42675,2,6157.4625,1213139.8125,801883.53,328390.398,326481.1515,12662.2125,1490464.2375,1,3
PKR65488,Bonnie Simpson,41,Female,1066,05/07/1998,Jonathan Hawkins,American,Accountant II,Steve Sanchez,Low,Silver,Commercial,91981.5624,8266.7,2,54.418,0,202898.0044,130434.4314,153043.066176,11058.866,302676.556,1,1
PKR99221,Alan Kennedy,39,Male,35244,10/31/1997,Ernest Rivera,European,Research Assistant II,Nicholas Ward,High,Jade,Retail,221101.2384,42077.04,2,9935.616,1179223.36,137423.9744,25766.9952,75153.736,1963.84,1599843.072,3,2
PKR71359,Wayne Woods,51,Male,42096,05/06/2003,Jonathan Hawkins,Australian,Staff Accountant III,Steve Sanchez,High,Silver,Retail,56751.7548,44945.22,1,5764.8258,916908.5286,118377.034524,76596.904692,39853.60162308,63313.1442,1774345.2534,0,2
PKR82515,Emily Sullivan,43,Male,26789,09/11/1993,Patrick Graham,European,Administrative Officer,Gregory Boyd,Low,Silver,Institutional,217040.0232,46771.27,1,558.285,232807.12,281401.575,151956.8505,451930.92945,28197.715,996154.25,0,4
PKR85958,Kelly Grant,42,Female,10882,04/09/2000,Keith Griffin,European,Developer II,Kevin Kim,High,Jade,Retail,346305.7017,22081.79,1,732.0784,1568709.3364,1118447.011417,634170.985855,586319.90237685,492.081,1784867.5702,3,4
PKR68750,Virginia Scott,61,Male,35370,02/03/1998,Joshua Little,European,Programmer IV,Daniel Carroll,Mid,Gold,Private Bank,81243.9072,13675.96,1,3895.8692,766963.0888,444257.947864,390080.149344,148663.87913888,34909.7944,656503.0208,0,2
PKR91822,Joshua Allen,58,Female,7210,08/11/2018,Ernest Rivera,European,Technical Writer,Carl Anderson,High,Platinum,Private Bank,184460.64,5971.84,2,3397.7776,1177332.9176,77019.887168,31271.232384,31433.37951488,47875.744,1890384.328,2,2
PKR80931,Juan Griffin,25,Female,28963,11/28/2015,Paul Larson,Asian,Actuary,Peter Castillo,Mid,Gold,Institutional,91923.1716,1662.84,1,3999.3596,328211.756,563246.333856,190285.9236,207411.656724,8284.0928,208974.224,2,1
PKR20616,Gerald Harrison,38,Female,19066,09/28/2009,Stephen Payne,American,Accountant II,Eugene Cunningham,Mid,Jade,Retail,342649.034,54620.02,1,1371.6339,2012623.1853,2603230.625268,886206.170304,547232.31016272,56366.583,1928415.8985,0,4
PKR59654,Mark Rose,60,Male,20907,03/12/1994,Jerry Green,Australian,Database Administrator I,Juan Ramirez,High,Gold,Private Bank,153118.3134,7345.65,1,386.6967,476536.8114,31217.838912,20811.892608,21988.2169728,10093.4028,375326.9559,2,1
PKR56699,Paul Bell,45,Female,31169,04/12/2018,Donald Reynolds,European,Statistician IV,Joe Carroll,High,Jade,Institutional,124830.4512,17836.56,1,843.696,66111.3936,357447.809376,213315.628176,319627.52502912,25951.1168,853225.9456,0,2
PKR45574,Janice Foster,55,Female,26217,03/02/2005,Ernest Rivera,European,Technical Writer,Sean Vasquez,Low,Jade,Institutional,80104.8696,31921.26,1,7.497,215709.8958,38471.75514,64119.5919,8825.873238,14874.6906,465264.2484,0,1
PKR46000,Ralph Ford,62,Female,4234,01/05/2002,Roger Alexander,Asian,Recruiter,Carl Anderson,Mid,Gold,Institutional,95522.3568,25063.35,1,1245.5586,270996.6402,171005.2344,158050.2924,79828.352604,11632.4208,660230.4852,3,1
PKR72516,Beverly Stewart,80,Female,15353,05/27/2007,Shawn Wallace,American,Media Manager I,Ernest Knight,High,Jade,Commercial,35717.9522,25180.61,1,4212.4173,0,561513.286425,197455.2216,427984.192818,29525.7144,914946.669,2,2
PKR35302,Jessica Black,78,Female,35348,05/31/2015,Joe Hanson,European,Product Engineer,Kevin Kim,High,Jade,Retail,209541.0048,20205.12,1,988.848,69727.056,349744.2816,394711.40352,72397.0662912,3322.368,503201.664,0,2
PKR80068,Ronald Hill,43,Female,18605,08/23/2019,Donald Reynolds,European,Geologist III,Juan Ramirez,Mid,Jade,Retail,229059.9675,35876.79,1,10358.0692,664298.7234,2093007.373064,582862.812752,801171.42989184,47743.3024,1631733.387,3,4
PKR53480,Jack Palmer,61,Female,23141,06/12/2002,Jesse Evans,African,Project Manager,Jeremy Porter,High,Jade,Retail,116813.4825,35734.4,1,8294.26,1512494.373,455464.40758,233971.44225,66291.9086375,10038.522,1088475.479,1,2
PKR88872,Annie Morrison,72,Female,24630,01/06/2018,Jeremy Vasquez,Asian,Programmer Analyst I,Eugene Cunningham,High,Gold,Commercial,255097.3635,45422.37,2,1845.774,841410.801,98999.733168,27789.398784,68500.86800256,33799.2102,1198593.9252,2,2
PKR66621,Paul Wallace,81,Female,37219,05/02/2009,Anthony Berry,European,Professor,Ernest Knight,Low,Silver,Retail,130296.2688,7269.84,3,746.46,805317.552,581539.7484,143148.24576,292022.4213504,37479.78,856988.496,0,1
PKR29174,Jerry Jackson,49,Female,21473,10/02/1994,Stephen Payne,American,Account Coordinator,Juan Ramirez,High,Gold,Institutional,65006.535,43491.8,1,3575.55,346892.238,262181.49804,127118.30208,172880.8908288,34090.782,96305.352,2,2
PKR98830,Kevin Walker,83,Female,43305,09/05/1994,Jonathan Hawkins,European,Account Executive,Gregory Boyd,High,Gold,Retail,152311.98,14530.06,1,2509.6188,342020.9988,244910.008512,109895.51664,253073.6754624,26021.5488,753600.8532,1,1
PKR34318,Nancy Black,40,Female,18785,10/30/1994,Bruce Butler,European,Engineer IV,Eric Shaw,High,Jade,Retail,185421.504,32352,1,1106.1312,259398.7056,92897.495184,50830.704912,84624.35976384,4548.4176,586872.3072,1,2
PKR95108,Henry Little,25,Female,31766,07/18/2006,Victor Martinez,Asian,Database Administrator I,Kevin Kim,Mid,Jade,Institutional,54339.8676,23045.2,3,2819.8308,870569.3064,982426.135968,438956.358624,311937.71707296,28292.7498,282071.769,2,1
PKR21281,Patrick Coleman,60,Female,30896,05/11/2008,Mark Montgomery,European,Account Representative IV,Juan Ramirez,Mid,Platinum,Institutional,229493.0313,64475.19,2,689.6016,1959490.8288,892214.745984,465788.580624,108443.45405232,34932.8376,1313564.364,2,3
PKR86574,Carlos Anderson,54,Female,3316,08/22/1999,Stephen Payne,Asian,Web Designer I,Kevin Kim,High,Platinum,Retail,181040.1666,44591.61,1,6249.7756,1164820.9225,1128622.556861,626097.184828,225394.98653808,7572.9627,580150.8586,2,2
PKR25843,Carolyn Snyder,67,Male,11279,06/03/2013,Joe Price,European,Nuclear Power Engineer,Nicholas Morrison,High,Jade,Private Bank,182458.4664,4511.56,2,2241.6158,548946.1614,351614.293628,188072.761708,134676.45153612,14156.8556,1340059.224,2,2
PKR15764,Jennifer Fields,71,Female,13846,10/27/1993,Joshua Bennett,Asian,Office Assistant III,Victor Gutierrez,High,Jade,Institutional,291240.7188,23770.26,2,3655.52,1016372.58,426063.72,119297.8416,159518.256768,46176.4,1468523.42,1,2
PKR70765,Victor Carter,48,Female,43328,03/08/2006,Dennis Morris,American,Office Assistant III,Steve Sanchez,Mid,Gold,Commercial,49043.1277,4382.85,1,4305.6789,617980.3677,949361.043312,718435.384128,136844.835072,6145.3596,139564.5291,2,2
PKR88371,Jose Stanley,73,Male,14100,05/23/1997,Mark Montgomery,European,Community Outreach Specialist,Lawrence Sanchez,High,Platinum,Institutional,75068.868,29197.56,1,5644.7622,498253.4508,75457.276734,16285.74318,43700.077533,46587.8238,1406013.9954,2,1
PKR28842,Frank Nelson,71,Female,19003,08/29/1998,Roy Rice,Australian,Computer Systems Analyst III,Lawrence Sanchez,High,Gold,Retail,161766.5418,31767.39,2,3231.4464,1212157.0944,1863378.058752,815227.900704,543041.60569344,19827.7632,1344797.8992,2,3
PKR90911,Chris White,31,Female,11394,02/19/2000,Dennis Morris,American,Environmental Specialist,Peter Castillo,High,Silver,Retail,92005.3248,32561.76,1,1654.3872,637776.8064,321318.752256,357020.83584,105321.1465728,20584.9728,578961.5616,0,2
PKR52021,Joseph Nichols,63,Female,42732,09/02/1998,Roy Rice,Asian,Programmer Analyst III,Sean Vasquez,Mid,Gold,Retail,115626.2625,58417.06,2,5614.8753,187115.2498,807585.351336,741208.473144,306661.17724704,24320.826,1336128.2564,0,3
PKR71090,Mary Martinez,18,Female,7217,06/22/1992,Jerry Green,Asian,Environmental Specialist,Nicholas Ward,Low,Jade,Retail,71411.3253,4823.01,3,180.549,325297.053,245247.3369,103548.87558,168948.16542,335.826,395131.851,1,1
PKR60722,Larry Bowman,76,Male,33141,04/17/1993,Joe Hanson,European,Marketing Manager,Fred Bryant,High,Platinum,Retail,198017.127,15203.16,1,2452.4955,1069184.1006,407035.701954,140481.348462,199951.78597758,33131.1141,867514.9329,3,2
PKR77027,Laura Burton,28,Male,42731,06/06/2001,Benjamin Kim,European,Research Assistant II,Nicholas Morrison,Mid,Silver,Retail,70495.4394,11339.19,1,1975.4064,216251.8776,342290.019456,307283.085648,86583.81628512,16865.3232,176758.7184,2,1
PKR45186,Gregory Price,49,Female,41911,09/16/2018,Victor Martinez,European,Systems Administrator I,Fred Bryant,High,Silver,Retail,96190.3578,29582.24,1,661.7376,684939.1752,605732.445216,291648.955104,209987.24767488,23267.9088,195103.9008,3,1
PKR84015,Kelly GoPKRalez,76,Female,1178,01/30/2004,Anthony Torres,European,Accounting Assistant IV,Nicholas Morrison,Mid,Silver,Retail,234323.7408,51258.31,1,5762.9058,1467976.6697,650421.080314,207866.530822,518191.14522336,3080.3126,908973.1969,3,3
PKR66550,Patricia George,78,Female,868,02/12/1996,Joshua Bennett,Asian,Software Consultant,Kevin Kim,Mid,Silver,Retail,91924.7307,59506.26,1,5841.5802,1344156.2553,0,0,0,81434.1054,1195526.2818,0,4
PKR35051,Ronald Ryan,66,Male,41342,03/12/1996,Jerry Green,European,Analyst Programmer,Victor Gutierrez,Low,Silver,Retail,31557.7878,24787.62,1,1470.6945,316354.3185,162241.37985,141592.47696,105840.3765276,8162.055,70239.774,0,1
PKR91538,Shawn Hill,35,Female,4581,03/14/2004,Victor Ramos,European,Budget/Accounting Analyst I,Kevin Kim,High,Jade,Commercial,473184.8226,23686.46,2,2894.903,1595011.275,165852.2921,98003.62715,62269.996943,6270.495,412057.184,2,4
PKR30644,Chris Hill,46,Female,31647,05/27/2008,Chris Armstrong,American,Programmer Analyst I,Nicholas Morrison,High,Silver,Retail,202980.6891,24450.97,1,2407.4856,734192.1144,811487.486592,811487.486592,205126.0035552,1680.1776,1592898.7176,0,4
PKR78937,Andrew Martinez,63,Female,34753,04/06/1998,Bobby Burton,Asian,Accountant III,Steve Sanchez,Mid,Silver,Private Bank,84601.6596,6177.33,1,3009.0528,429537.2328,895244.830272,407451.172752,178073.37873936,4299.6096,258774.75,1,1
